"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition","Named Threat","Resolution Reason"
TMT-20240703-YMJ,pluto_tmt_cr_90a525f72e6529c9603d574ea107c0c5,17b77303f588fe206a16fb81254588ff,pluto_tmt_mobile_435_cr2593.eea827c6_RTB,Tag,Malicious,"2024-12-17 10:06 +0000",124309054265,https://www.themediatrust.com?scsh=124309054265,3UDf2rWK1Cw9,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_3f959fd7930682df4b74b92a2cd7a4eb,13f746d6210d369bfbb84c9c80bc2236,pluto_tmt_mobile_428_cr2100.fe209127_RTB,Tag,Malicious,"2024-12-17 09:44 +0000",124308589880,https://www.themediatrust.com?scsh=124308589880,3UDeEaeU2FgR,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_3f959fd7930682df4b74b92a2cd7a4eb,6b2b2c96d63e212aa37511d785be78ac,pluto_tmt_mobile_428_cr2100.fe209127_RTB,Tag,Malicious,"2024-12-17 09:14 +0000",124307937059,https://www.themediatrust.com?scsh=124307937059,3UDe5cG61dQo,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20231122-BCO,pluto_tmt_cr_2765b984a0fec3757597730012a44e01,41bf4501385b20b239273491001ca9eb,pluto_tmt_mobile_159_121045_3_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 09:04 +0000",124307714868,https://www.themediatrust.com?scsh=124307714868,3UDe2F852L42,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_c256a3ae132ef2d2c03b87b65273e886,1b75a952f3d3222f8ab654b71dd99ff7,pluto_tmt_mobile_324_120256_4_46_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:55 +0000",124307512995,https://www.themediatrust.com?scsh=124307512995,3UDdHx8T2u5W,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_fba2c2a77fbdb6cfbb61231dc381d497,55d995320922f4d59c1185b8aa5e4b6c,pluto_tmt_mobile_159_121045_1_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:53 +0000",124307485652,https://www.themediatrust.com?scsh=124307485652,3UDdHWmz2FzU,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_7678e0b55f7fc3d37e6e842cfc60c055,54d05127d726bb8c07a743e10af73791,pluto_tmt_mobile_159_d507069c30424758d91f6f3d53aabb57|40026_RTB,Tag,Malicious,"2024-12-17 08:42 +0000",124307232112,https://www.themediatrust.com?scsh=124307232112,3UDdE6nE26uE,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240518-KYG,pluto_tmt_cr_1f0cbf33b32a6f043f4aa8ac7b75eb4f,528a58c3f10bc415d4beb4d0dd76ad51,pluto_tmt_mobile_187_427773_RTB,Tag,"Out Of Browser Redirect","2024-12-17 08:39 +0000",124307189189,https://www.themediatrust.com?scsh=124307189189,3UDdDFjv1UBc,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20231122-BCO,pluto_tmt_cr_2765b984a0fec3757597730012a44e01,8ed0798583e201a35e0879a77492a42a,pluto_tmt_mobile_159_121045_3_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:32 +0000",124307044770,https://www.themediatrust.com?scsh=124307044770,3UDdAzSQ23Wp,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_2765b984a0fec3757597730012a44e01,278cdcefe7c18b3905d886cc5cf59f36,pluto_tmt_mobile_159_121045_3_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:19 +0000",124306762938,https://www.themediatrust.com?scsh=124306762938,3UDd6ujZ1vhy,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_fba2c2a77fbdb6cfbb61231dc381d497,235617606e9954d4ef68f9eedb8c7752,pluto_tmt_mobile_159_121045_1_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:09 +0000",124306557821,https://www.themediatrust.com?scsh=124306557821,3UDd424W28mD,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_2765b984a0fec3757597730012a44e01,d297b9e468990e7e093be4fea550998c,pluto_tmt_mobile_159_121045_3_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:08 +0000",124306540139,https://www.themediatrust.com?scsh=124306540139,3UDd3aRr1G4v,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_2765b984a0fec3757597730012a44e01,d92ba6535c65dd454ea703d02f166b6f,pluto_tmt_mobile_159_121045_3_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 08:00 +0000",124306387664,https://www.themediatrust.com?scsh=124306387664,3UDd1G381xgR,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_a4622d90ab39f841d829753e5c0b1fac,0241e96b646579d5ce90b2a5f8dc0f85,pluto_tmt_mobile_103_308_121277_3_53_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 07:58 +0000",124306327551,https://www.themediatrust.com?scsh=124306327551,3UDcJyep2iFA,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_2765b984a0fec3757597730012a44e01,52baaf209bb781446ec1a05638d133d0,pluto_tmt_mobile_159_121045_3_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 07:55 +0000",124306259139,https://www.themediatrust.com?scsh=124306259139,3UDcJ7Bq2tfU,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_fba2c2a77fbdb6cfbb61231dc381d497,8c44166f553bd49eb5fc05923cca2d88,pluto_tmt_mobile_159_121045_1_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 07:55 +0000",124306258856,https://www.themediatrust.com?scsh=124306258856,3UDcJ8hK2q2R,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_fba2c2a77fbdb6cfbb61231dc381d497,1a6d5a83bbff0329120da482c2e9d205,pluto_tmt_mobile_159_121045_1_71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 07:55 +0000",124306258181,https://www.themediatrust.com?scsh=124306258181,3UDcHwDu2rGr,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_445bd88524a2a21b4d11c807e0a928cc,043b68cc55b83faab4deab68508b9b6a,pluto_tmt_mobile_103_308_121277_3_52_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 07:48 +0000",124306131844,https://www.themediatrust.com?scsh=124306131844,3UDcFopF14XU,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_189cfc2b9d22ec87088575e91e58dfe3,186a713fd123d11c3b27266b4e92f3e1,pluto_tmt_mobile_767_308_121277_4_52_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 07:47 +0000",124306113238,https://www.themediatrust.com?scsh=124306113238,3UDcFfXN2Mcg,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
