Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20240703-YMJ,1735787488650857799,91b332b4403d5773cb9b08a7f61667eb,TMT|banner$$20250102$$aceex_dsp$$bidmachine$$8e1290fe09c30011e5221c02fe636b0d|1919$$_RTB,Landing Page,Malicious,2025-01-02 15:19 +0000,124756681050,https://www.themediatrust.com?scsh=124756681050,3ULN6wnd1M25,Expired,02/01/2025,02/01/2025,f,70,bidmachine,aceex_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=eddf3ed6740cf6999332a18e19515a70,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240312-OFU,1735788056318486882,92b9f3b8a01f26d14c67678adf7534ea,TMT|banner$$20250102$$startio_dsp$$vungleus$$34325290:CR51369613$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:17 +0000,124756679604,https://www.themediatrust.com?scsh=124756679604,3ULN6Niw2YEo,Expired,02/01/2025,02/01/2025,f,3,vungleus,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d635da7c280982e159f6b7da6174f8f0,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240703-YMJ,1735788019003104617,0fc8301618af426803699e89e2503556,TMT|banner$$20250102$$bidswitch_dsp$$bidmachine$$367_232485$$_RTB,Landing Page,Malicious,2025-01-02 15:19 +0000,124756679490,https://www.themediatrust.com?scsh=124756679490,3ULN6zz91j6G,Expired,02/01/2025,02/01/2025,f,9,bidmachine,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=3f7fe44d4f529a0ae64b670889fc85dc,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240625-TAM,1735788015097366825,a9e9c12fb2896acc1c9e39afe109beba,TMT|banner$$20250102$$tpmn_dsp$$unityads$$11663769$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:20 +0000,124756676215,https://www.themediatrust.com?scsh=124756676215,3ULN7J3Y1nNa,Expired,02/01/2025,02/01/2025,f,99,unityads,tpmn_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=aea76ede73e3cf924148627bc58c7898,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240106-NYL,1735787930915119527,62ae5ec32cfb67cd9b651d84d6183c42,TMT|banner$$20250102$$magnite_dsp$$applovinalx$$4016:7702717$$_RTB,Landing Page,Scam/Fraud,2025-01-02 15:18 +0000,124756675177,https://www.themediatrust.com?scsh=124756675177,3ULN6kFy2Edx,Expired,02/01/2025,02/01/2025,f,99,applovinalx,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d90ae050a77a7966b40f062fb6afbaa6,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20240703-YMJ,1735806281058779335,7e2287c72f07c62ec436e8692d158461,TMT|banner$$20250102$$playdigo_dsp$$unity$$cr2183.03a0aac4$$_RTB,Landing Page,Malicious,2025-01-02 15:18 +0000,124756668092,https://www.themediatrust.com?scsh=124756668092,3ULN6drG1BRD,Expired,02/01/2025,02/01/2025,t,3,unity,playdigo_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5901383d8b58635d58981adf6564e604,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240202-WNB,1735806365010591795,1610f08d23374e55ad3907c0daef5b65,TMT|banner$$20250102$$magnite_dsp$$applovinalx$$5248:9327076$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:19 +0000,124756665656,https://www.themediatrust.com?scsh=124756665656,3ULN6tMY2CVs,Expired,02/01/2025,02/01/2025,t,99,applovinalx,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b45d74990c40f9bcffb9daa77a1f88c6,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20231122-BCO,1735787857996953602,b0f3aaf9dbe24b1b8ca6dcd6e51771ee,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$308_120279_4_88$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 15:19 +0000,124756663593,https://www.themediatrust.com?scsh=124756663593,3ULN76os2ADp,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=0a027d7128c097ccc2426d7041e25f4f,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240429-OMT,1735806412614158526,71b10e5e3eff3d9314275adc8ce40919,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51730602$$_RTB,Tag,Scam/Fraud,2025-01-02 15:17 +0000,124756663530,https://www.themediatrust.com?scsh=124756663530,3ULN6QoT1w7z,Expired,02/01/2025,02/01/2025,t,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5fd9ab8a647dcf1bdaba51c443e2497e,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240503-MWB,1735805976397817052,9b1837763d3c8a719cc2b4eb68b9d363,TMT|banner$$20250102$$adsyield_dsp$$fyber$$cr2117.dd00e123$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 15:19 +0000,124756662044,https://www.themediatrust.com?scsh=124756662044,3ULN6rMi1MgR,Expired,02/01/2025,02/01/2025,t,3,fyber,adsyield_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f0d7a1dd2d52bb495408704ea1057096,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240306-PTG,1735787647927363645,46361758d5440d283e374eb9e11dd348,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$340_3634718$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:17 +0000,124756660688,https://www.themediatrust.com?scsh=124756660688,3ULN6Sx31zKc,Expired,02/01/2025,02/01/2025,f,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e3bf3632e0e69d7e18d1ea2ecfbaebcb,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20240703-YMJ,1735787802569796643,792be4849314df7ca2b0764045de4cde,TMT|banner$$20250102$$Inspiritum_dsp$$bidmachine$$232441$$_RTB,Landing Page,Malicious,2025-01-02 15:18 +0000,124756659555,https://www.themediatrust.com?scsh=124756659555,3ULN6q3o1Z1u,Expired,02/01/2025,02/01/2025,f,3,bidmachine,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=399e84f1e4787c41f91b4a5c2fca6535,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-KXF,1735806443209458653,7fc3b192ff84a87b8e837afe01afa2dd,TMT|banner$$20250102$$operasg_dsp$$unity$$1_216967158_1024x768$$_RTB,Tag,Resolved,2025-01-02 15:18 +0000,124756658453,https://www.themediatrust.com?scsh=124756658453,3ULN6caN1hJK,Expired,02/01/2025,02/01/2025,t,99,unity,operasg_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e752cbc40b1a485ba6ac919bc33982aa,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240921-SFG,1735787749917448974,79f0dd37b20b8ff43c26a5f1b7763d2e,TMT|video$$20250102$$rixengine_dsp$$xiaomi$$301265198$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:13 +0000,124756656901,https://www.themediatrust.com?scsh=124756656901,3ULN5EjS21Lk,Expired,02/01/2025,02/01/2025,f,3,xiaomi,rixengine_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=15647b8541ea5a4fec008986875e7ac7,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240625-TAM,1735806122646143550,6215d143e31ec352231e5978856c1f8f,TMT|banner$$20250102$$startio_dsp$$bidmachine$$4432579858$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:19 +0000,124756654889,https://www.themediatrust.com?scsh=124756654889,3ULN6t9s1E8E,Expired,02/01/2025,02/01/2025,t,3,bidmachine,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e1699f76c6390e665610b17f9ca6d309,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240429-OMT,1735787496327236541,5d13bb85c4267192556e7cb2450f522c,TMT|banner$$20250102$$bidswitch_dsp$$fyber$$176_CR51790114$$_RTB,Tag,Scam/Fraud,2025-01-02 15:18 +0000,124756654774,https://www.themediatrust.com?scsh=124756654774,3ULN6pNe1Ugx,Expired,02/01/2025,02/01/2025,f,9,fyber,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ac09c32d4e82800578f7224343041cee,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
